Draw No,Draw Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Powerball,Div1,Div2,Div3,Div4,Div5,Div6,Div7,Div8,Div1 No Win,Div2 No Win,Div3 No Win,Div4 No Win,Div5 No Win,Div6 No Win,Div7 No Win,Div8 No Win,Prize Payable,Rollover,Rollover Count,Next Estimated Jackpot,Next Guaranteed Jackpot,Total Sales,Draw Machine,Ball Set,Powerball Draw Machine,Powerbal Ball Set,Gauteng Winners,Western Cape Winners,Northern Cape Winners,Eastern Cape Winners,Mpumalanga Winners,Limpopo Winners,Freestate Winners,KZN Winners,North West Winners
147,25/03/2011,13,16,25,36,39,8,0,0,58989,488,383,20,17,9,0,0,25,474,1236,22076,17447,87762,3707402,14149627,6,18000000,0,14443429,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
146,22/03/2011,8,15,24,39,41,8,0,301479,32567,511,386,22,16,9,0,2,13,315,854,13870,12358,62341,2580875,11415269,5,16000000,0,10051839,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
145,18/03/2011,8,28,36,40,42,4,0,257905,21731,388,366,18,19,11,0,3,25,532,1156,21675,13638,63904,3298718,9512305,4,14000000,0,12898483.5,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
144,15/03/2011,12,22,32,36,43,10,0,142339,12493,311,282,17,15,9,0,5,40,611,1378,21757,15676,71752,3040809,7070429,3,12000000,0,11864625,Ndyebokazi,P3,Khensani,PB5,0,0,0,0,0,0,0,0,0
143,11/03/2011,5,34,39,43,45,8,0,261244,22929,428,336,20,16,9,0,3,24,488,1274,19703,16311,83312,3375800,4824277,2,9000000,0,13065500,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
142,08/03/2011,17,21,31,34,41,4,0,372426,17433,324,413,18,20,11,0,2,30,613,987,20599,12643,62706,3187493,2350782,1,6000000,0,12417307,Ndyebokazi,P2,Khensani,PB4,0,0,0,0,0,0,0,0,0
141,04/03/2011,7,13,18,34,44,20,5292362,211125,17969,287,361,16,17,10,1,4,33,784,1278,25929,16395,77033,8880114,0,0,3000000,0,14078654,Ndyebokazi,P3,Khensani,PB5,0,0,0,0,0,1,0,0,0
140,01/03/2011,1,7,24,28,37,15,0,832397,24353,424,418,18,19,11,0,1,24,524,1088,23866,14883,71398,3591572,2627079,1,6000000,0,13876761,Ndyebokazi,P5,Khensani,PB1,0,0,0,0,0,0,0,0,0
139,25/02/2011,3,24,31,37,41,2,7443787,0,74704,467,499,22,22,12,1,0,20,501,963,20025,13331,69410,11219123,0,0,3000000,0,14632898,Ndyebokazi,P4,Khensani,PB3,0,0,0,0,0,1,0,0,0
138,22/02/2011,4,10,12,33,35,16,0,116809,18226,400,413,17,19,11,0,6,27,467,929,20462,12182,56241,2961396,4673560,2,9000000,0,11683822,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
137,18/02/2011,2,7,12,17,31,17,0,194994,15648,285,375,16,20,13,0,4,35,730,1137,25271,13091,55626,3351375,2461637,1,6000000,0,13002864,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
136,15/02/2011,1,17,23,41,42,17,22420181,871352,19120,469,420,21,20,12,1,1,32,496,1135,20967,14487,66306,26138416,0,0,3000000,0,14526165,Mapula,P3,Suikerbossie,PB3,0,0,0,0,0,1,0,0,0
135,11/02/2011,14,25,27,31,34,10,0,926085,14778,375,374,20,17,9,0,1,44,659,1353,23751,18006,92725,3945111,19670160,7,24000000,0,15438615,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
134,08/02/2011,14,20,22,34,35,8,0,435965,19749,416,260,18,12,8,0,2,31,559,1833,24558,24321,101708,3740833,16747399,6,21000000,0,14535801,Mapula,P2,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
133,04/02/2011,11,12,16,31,37,3,0,485210,21293,387,392,19,18,10,0,2,32,668,1353,26339,18390,88468,4156829,13995554,5,18000000,0,16177714,Ndyebokazi,P3,Khensani,PB2,0,0,0,0,0,0,0,0,0
132,01/02/2011,2,5,29,39,41,7,0,922384,19626,494,378,22,17,9,0,1,33,498,1335,21223,18576,93025,3940607,10932870,4,15000000,0,15376924,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
131,28/01/2011,5,9,11,22,37,7,0,313254,7855,299,203,15,11,8,0,3,84,839,2526,32247,27390,110670,4033576,8021787,3,12000000,0,15666654,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
130,25/01/2011,3,9,12,18,38,9,0,270165,10944,331,279,16,14,9,0,3,52,653,1586,25131,18869,81619,3439053,5055855,2,9000000,0,13511669,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
129,21/01/2011,6,13,18,19,22,10,0,263821,16840,337,310,15,15,9,0,3,33,627,1395,26540,17764,77745,3355197,2497893,1,6000000,0,13194377,Mapula,P4,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
128,18/01/2011,5,10,36,41,44,18,15953620,0,55145,432,416,19,19,11,1,0,25,500,1065,21818,14165,65800,19398762,0,0,3000000,0,13502149,Ndyebokazi,P5,Khensani,PB5,0,0,0,0,0,1,0,0,0
127,14/01/2011,8,16,21,36,42,4,0,100528,13235,306,361,17,17,10,0,9,48,789,1370,27619,17428,79372,3835555,13397461,5,18000000,0,15083117,Mapula,P5,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
126,11/01/2011,14,15,22,27,37,7,0,163267,12196,290,227,15,13,8,0,5,47,750,1961,26641,21380,91047,3458125,10542001,4,15000000,0,13609060,Mapula,P4,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
125,07/01/2011,9,12,26,29,34,12,0,860156,15486,421,344,18,17,10,0,1,39,545,1366,23731,17274,77467,3658945,7965601,3,12000000,0,14339531,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
124,04/01/2011,2,12,18,30,38,10,0,268702,19518,359,318,17,16,9,0,3,29,599,1386,23627,17448,79114,3420770,5250913,2,9000000,0,13438474,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
123,31/12/2010,3,21,23,32,35,7,0,0,37433,396,325,19,14,8,0,0,39,578,1444,22550,19817,92042,3600299,2706808,1,6000000,0,14297909,Ndyebokazi,P3,Khensani,PB5,0,0,0,0,0,0,0,0,0
122,28/12/2010,5,6,7,9,17,11,27461634,169216,7715,198,232,13,16,10,1,5,77,1137,1990,32445,18237,77729,31079442,0,0,3000000,0,14104916,Mapula,P1,Suikerbossie,PB3,0,0,0,0,1,0,0,0,0
121,24/12/2010,26,30,31,33,40,3,0,514326,21243,416,433,20,20,11,0,2,34,659,1298,26372,17503,86003,4410625,24791362,8,28000000,0,17148495,Mapula,P5,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
120,21/12/2010,19,25,31,39,40,14,0,335907,27215,467,429,21,19,10,0,3,26,576,1285,23958,17851,91414,4291995,21544895,7,25000000,0,16799587,Ndyebokazi,P4,Khensani,PB4,0,0,0,0,0,0,0,0,0
119,17/12/2010,1,7,8,17,30,17,0,164058,12342,317,308,15,17,11,0,6,56,828,1747,32450,19255,82327,4195734,18364481,6,21000000,0,16410002,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
118,14/12/2010,12,30,31,32,35,4,0,307492,17045,405,345,18,17,10,0,3,38,608,1464,25525,18603,83605,3933257,15257821,5,18000000,0,15378450,Ndyebokazi,P1,Khensani,PB4,0,0,0,0,0,0,0,0,0
117,10/12/2010,6,13,18,24,41,7,0,482996,15073,404,291,19,14,8,0,2,45,638,1815,25815,23091,113328,4150577,12346450,4,15000000,0,16103902,Ndyebokazi,P4,Khensani,PB4,0,0,0,0,0,0,0,0,0
116,07/12/2010,12,28,30,44,45,9,0,465804,19239,313,312,15,16,10,0,2,34,793,1630,32286,19086,85557,3987739,9297740,3,12000000,0,15530711,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
115,03/12/2010,19,24,37,43,45,10,0,256649,16382,360,332,17,16,9,0,4,44,760,1690,30021,21613,101084,4348005,6357543,2,9000000,0,17114233,Mapula,P2,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
114,30/11/2010,3,6,11,12,25,9,0,246952,15763,339,293,15,15,9,0,4,44,776,1843,32344,22227,98635,4190723,3117562,1,6000000,0,16467594,Mapula,P5,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
113,26/11/2010,12,17,22,25,34,19,3352789,212468,19630,346,389,17,19,11,1,5,38,818,1494,31235,18509,85601,7849540,0,0,3000000,0,17710108,Ndyebokazi,P4,Khensani,PB5,0,0,0,0,1,0,0,0,0
112,23/11/2010,2,9,10,33,43,6,42656872,601575,27252,457,381,20,17,10,1,2,31,703,1725,30670,23665,112330,47822335,0,0,3000000,0,20057520,Mapula,P5,Suikerbossie,PB3,0,0,0,0,1,0,0,0,0
111,19/11/2010,1,17,19,26,32,4,0,0,41817,395,390,18,18,10,0,0,53,880,1828,35721,24493,117882,5539493,38859683,11,43000000,0,21706377,Mapula,P4,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
110,16/11/2010,4,28,32,38,40,2,0,593523,22527,496,463,21,22,12,0,2,37,639,1403,28594,18505,93052,5111286,34750340,10,38000000,0,19789066,Ndyebokazi,P1,Khensani,PB5,0,0,0,0,0,0,0,0,0
109,12/11/2010,4,8,11,16,40,17,0,217422,21302,332,386,15,20,12,0,6,43,1047,1849,43504,22038,101057,5587840,31003973,9,35000000,0,21747708,Mapula,P5,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
108,09/11/2010,6,22,29,35,45,8,0,603227,10860,332,267,17,14,9,0,2,78,969,2469,35620,28699,127812,5192099,26886805,8,33000000,0,20112599,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
107,05/11/2010,1,4,25,26,32,10,0,189429,21569,468,470,22,19,10,0,6,37,648,1324,26770,20267,101240,4846584,23079189,7,30000000,0,18947726,Ndyebokazi,P4,Khensani,PB1,0,0,0,0,0,0,0,0,0
106,02/11/2010,12,13,21,22,29,9,0,267390,17465,320,267,15,14,9,0,4,43,892,2189,36821,26211,111685,4614892,19492100,6,24000000,0,17830505,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
105,29/10/2010,10,31,32,39,45,10,0,575681,21275,468,364,22,16,9,0,2,38,656,1728,26338,24440,118460,4932428,16116518,5,20000000,0,19194178,Ndyebokazi,P2,Khensani,PB5,0,0,0,0,0,0,0,0,0
104,26/10/2010,13,28,32,35,36,8,0,203284,14565,444,306,19,14,8,0,5,49,611,1819,26813,23915,112988,4306164,12482772,4,15000000,0,16944602,Ndyebokazi,P4,Khensani,PB2,0,0,0,0,0,0,0,0,0
103,22/10/2010,10,15,16,22,36,1,0,493998,26682,356,424,15,20,13,0,2,26,741,1275,33161,16550,72738,4260133,9274905,3,12000000,0,16470730,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
102,19/10/2010,9,11,17,35,38,16,0,229246,25755,436,434,19,20,11,0,4,25,561,1157,24889,15502,73574,3899838,6156748,2,9000000,0,15286929,Mapula,P2,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
101,15/10/2010,4,14,26,34,44,12,0,129224,8745,170,343,17,18,11,0,8,83,1615,1648,30811,19516,88137,4444023,3262703,1,6000000,0,17234259,Ndyebokazi,P3,Khensani,PB2,0,0,0,0,0,0,0,0,0
100,12/10/2010,1,17,18,19,44,14,64547102,217227,19681,345,381,17,18,10,1,8,62,1342,2495,50678,33103,166653,72042635,0,0,3000000,0,28970882,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,1,0,0,0,0
99,08/10/2010,3,7,16,21,40,3,0,249421,13343,357,336,17,17,10,0,8,105,1492,3252,58464,39866,176991,8463219,59062479,15,65000000,0,33264574,Ndyebokazi,P2,Khensani,PB4,0,0,0,0,0,0,0,0,0
98,05/10/2010,3,15,25,32,38,4,0,803577,24010,441,460,22,21,11,0,2,47,972,1911,37796,26382,133061,6892541,52764996,14,60000000,0,26792605,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
97,01/10/2010,16,22,28,30,31,20,0,842147,25710,480,405,19,18,10,0,2,46,937,2273,43903,30894,153918,7166708,47692754,13,55000000,0,28078613,Mapula,P3,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
96,28/09/2010,1,3,4,5,40,15,0,367273,7698,75,390,16,20,11,0,4,134,5201,2058,45169,24524,127405,6307958,42377052,12,48000000,0,24491008,Ndyebokazi,P4,Khensani,PB3,0,0,0,0,0,0,0,0,0
95,24/09/2010,1,5,10,16,19,8,0,172449,12284,275,277,15,15,9,0,7,69,1170,2380,40286,27187,121862,5144602,37740536,11,43000000,0,20124139,Ndyebokazi,P3,Khensani,PB5,0,0,0,0,0,0,0,0,0
94,21/09/2010,31,33,36,40,42,13,0,239438,23351,373,365,20,17,9,0,5,36,855,1794,29697,23742,116030,5053375,33930735,10,40000000,0,19958165,Ndyebokazi,P5,Khensani,PB2,0,0,0,0,0,0,0,0,0
93,17/09/2010,2,19,28,42,44,5,0,267911,17101,342,386,17,18,10,0,5,55,1046,1897,40075,25416,117853,5687377,30152355,9,35000000,0,22331508,Ndyebokazi,P3,Khensani,PB1,0,0,0,0,0,0,0,0,0
92,14/09/2010,3,23,29,33,40,2,0,283336,18507,390,422,18,20,11,0,4,43,775,1468,31281,18949,93998,4826907,25924666,8,30000000,0,18893847,Ndyebokazi,P1,Khensani,PB1,0,0,0,0,0,0,0,0,0
91,10/09/2010,1,17,19,33,38,1,0,417607,24436,415,374,19,20,12,0,3,36,806,1831,33496,21401,96810,5377965,22347777,7,23000000,0,20885620,Mapula,P5,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
90,07/09/2010,3,25,37,42,44,10,0,319934,21740,494,386,20,17,9,0,3,31,518,1359,24464,19175,95623,4090070,18393816,6,20000000,0,16000747,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
89,03/09/2010,12,17,37,41,43,8,0,350917,13947,290,264,14,15,9,0,3,53,967,2177,37134,23020,106651,4472135,15364634,5,18000000,0,17550263,Ndyebokazi,P2,Khensani,PB5,0,0,0,0,0,0,0,0,0
88,31/08/2010,12,27,37,41,44,20,0,251831,16840,243,387,14,20,12,0,4,42,1107,1424,35509,17131,75886,4285071,12042106,4,16500000,0,16792979,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
87,27/08/2010,7,8,26,36,42,20,0,516732,27910,390,440,18,20,11,0,2,26,706,1285,29619,17656,84650,4417276,8862943,3,15000000,0,17228711,Ndyebokazi,P5,Khensani,PB2,0,0,0,0,0,0,0,0,0
86,24/08/2010,6,23,27,33,44,16,0,282345,18586,345,406,17,20,12,0,3,32,655,1142,24950,14244,67563,3651200,5601290,2,10000000,0,14120827,Mapula,P3,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
85,20/08/2010,15,21,24,32,44,11,0,0,47854,412,411,19,19,10,0,0,33,600,1234,24533,16875,81439,3934698,2928005,1,6000000,0,15466318,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
84,17/08/2010,11,17,30,35,45,20,30521058,411426,14444,277,328,15,18,11,1,3,60,1186,2060,41759,23605,102782,35808055,0,0,3000000,0,20576475,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,1
83,13/08/2010,8,9,10,31,39,12,0,426298,28062,404,397,19,20,11,0,3,32,845,1762,34756,21866,106857,5490883,26625622,8,30000000,0,21320250,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
82,10/08/2010,9,19,31,33,45,16,0,145296,21862,318,382,17,18,11,0,6,28,732,1248,26285,16280,73590,3742799,22589379,7,25000000,0,14533319,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
81,06/08/2010,1,3,13,22,29,18,0,214866,27939,314,401,16,20,12,0,5,27,911,1464,33463,18423,83932,4612853,19838004,6,22000000,0,17910046,Ndyebokazi,P3,Khensani,PB2,0,0,0,0,0,0,0,0,0
80,03/08/2010,1,6,15,35,44,20,0,540778,31643,468,467,21,22,12,0,2,24,617,1266,26787,16943,82118,4641655,16447363,5,18000000,0,18030446,Mapula,P3,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
79,30/07/2010,2,9,21,25,37,12,0,566236,25651,374,394,19,20,11,0,2,31,808,1572,30613,19603,93144,4847504,13033929,4,15000000,0,18879280,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
78,27/07/2010,2,7,19,24,30,20,0,166979,17587,300,348,15,17,11,0,6,40,889,1576,33408,19333,86385,4300518,9459798,3,12000000,0,16702101,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
77,23/07/2010,18,23,24,33,37,15,0,526453,26404,377,444,19,19,11,0,2,28,745,1298,28742,18760,86971,4508614,6297840,2,8000000,0,17552853,Ndyebokazi,P5,Khensani,PB5,0,0,0,0,0,0,0,0,0
76,20/07/2010,1,21,27,32,36,9,0,471290,41366,418,352,18,17,10,0,2,16,602,1466,25887,18309,88760,4036923,2974822,1,6000000,0,15713610,Mapula,P3,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
75,16/07/2010,13,20,42,44,45,12,3623437,574048,16795,341,329,16,17,10,1,2,48,899,1910,36419,22237,100387,8477245,0,0,3000000,0,19139729,Ndyebokazi,P2,Khensani,PB1,0,0,0,0,0,0,0,0,1
74,13/07/2010,5,11,13,20,30,15,69542295,106738,10930,233,271,13,15,10,1,21,144,2559,4523,87563,49800,205554,79120552,0,0,3000000,0,37367813,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,1
73,09/07/2010,12,15,18,20,25,13,0,156940,17399,318,311,16,15,9,0,15,95,1973,4144,74445,53324,235293,10031820,62468008,15,75000000,0,39244887,Ndyebokazi,P3,Khensani,PB1,0,0,0,0,0,0,0,0,0
72,06/07/2010,7,8,21,39,41,9,0,341092,21448,426,372,19,17,10,0,6,67,1281,3008,55267,40824,191449,8806821,55038362,14,65000000,0,34117730,Ndyebokazi,P4,Khensani,PB4,0,0,0,0,0,0,0,0,0
71,02/07/2010,2,6,7,9,31,7,0,201121,9672,261,225,15,12,8,0,10,146,2052,4881,65451,53622,230419,8525700,48579364,13,55000000,0,33528642,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
70,29/06/2010,5,8,9,23,35,9,0,296523,14359,356,313,17,16,10,0,6,87,1334,3105,52683,37693,170794,7681779,42231889,12,48000000,0,29659728,Ndyebokazi,P4,Khensani,PB4,0,0,0,0,0,0,0,0,0
69,25/06/2010,13,23,31,40,42,11,0,195930,23417,409,407,20,19,10,0,8,47,1023,2109,40387,28329,139481,6685610,36616857,11,43000000,0,26130559,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
68,22/06/2010,16,23,36,40,45,19,0,147564,20723,403,392,18,19,11,0,8,40,782,1646,33098,21364,98056,5050106,31669951,10,38000000,0,19680220,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
67,18/06/2010,6,8,9,11,22,15,0,85067,19005,242,327,13,17,11,0,14,44,1309,1993,44446,23167,99120,5057604,27944190,9,33000000,0,19854009,Mapula,P2,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
66,15/06/2010,13,25,34,40,41,7,0,233218,28234,424,368,21,16,9,0,5,29,734,1735,28840,24001,124419,5043999,24185528,8,25000000,0,19439738,Mapula,P1,Suikerbossie,PB5,0,0,0,0,0,0,0,0,0
65,11/06/2010,12,14,18,23,42,13,0,268477,17536,374,340,17,16,10,0,4,43,766,1726,31394,22602,98693,4583540,20505294,7,23000000,0,17902990,Ndyebokazi,P4,Khensani,PB2,0,0,0,0,0,0,0,0,0
64,08/06/2010,7,8,23,30,39,6,0,1040728,22144,451,416,20,19,11,0,1,33,615,1368,26951,18697,90082,4503098,17115989,6,20000000,0,17349811,Ndyebokazi,P2,Khensani,PB4,0,0,0,0,0,0,0,0,1
63,04/06/2010,1,16,20,27,33,13,0,117322,20595,364,340,18,16,9,0,9,36,774,1696,30458,21914,102659,4478493,13831410,5,18000000,0,17602763,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
62,01/06/2010,2,5,12,23,45,15,0,474569,20195,353,404,17,19,11,0,2,33,718,1284,28600,16834,77982,4051611,10498943,4,15000000,0,15822947,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
61,28/05/2010,2,9,24,26,42,2,0,425028,19254,428,396,21,20,12,0,2,31,530,1174,20828,14163,66500,3657322,7503422,3,12000000,0,14171160,Ndyebokazi,P1,Khensani,PB5,0,0,0,0,0,0,0,0,0
60,25/05/2010,4,15,21,30,32,8,0,194261,16047,394,297,20,14,8,0,4,34,526,1431,20129,18405,86984,3311015,4820608,2,9000000,0,12954000,Ndyebokazi,P1,Khensani,PB4,0,0,0,0,0,0,0,0,0
59,21/05/2010,2,14,25,30,40,2,0,750377,21075,433,357,19,18,11,0,1,25,462,1148,20332,13851,64398,3231138,2368222,1,8000000,0,12507427,Mapula,P4,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
58,18/05/2010,6,17,25,29,42,6,18299965,282985,20555,434,392,21,19,11,1,3,29,522,1184,20677,15195,73618,21968411,0,0,5000000,0,14152813,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,1
57,14/05/2010,6,8,15,32,42,7,0,868029,17926,484,376,21,16,8,0,1,34,478,1262,20700,18549,96430,3686301,15620625,6,19000000,0,14470774,Ndyebokazi,P5,Khensani,PB1,0,0,0,0,0,0,0,0,0
56,11/05/2010,4,14,17,42,44,13,0,802130,18774,375,317,18,15,9,0,1,30,571,1384,22592,17798,83258,3441151,12881090,5,16000000,0,13372187,Ndyebokazi,P5,Khensani,PB2,0,0,0,0,0,0,0,0,0
55,07/05/2010,10,18,25,26,34,15,0,144679,12698,149,471,18,21,12,0,6,48,1547,1009,24182,13873,67098,3715105,10349534,4,13000000,0,14471607,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
54,04/05/2010,9,17,28,36,43,4,0,124201,13874,336,368,18,17,10,0,7,44,690,1293,24254,17597,83488,3758128,7609842,3,10000000,0,14493783,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
53,30/04/2010,1,11,30,35,44,15,0,177776,18913,316,346,16,18,11,0,5,33,751,1406,27884,16808,74158,3801227,4865951,3,8000000,0,14818419,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
52,27/04/2010,13,14,23,24,27,1,0,130581,17632,334,389,17,20,12,0,5,26,521,917,19376,10933,50660,2798036,2060602,1,6000000,0,10884520,Mapula,P5,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
51,23/04/2010,12,18,43,44,45,5,10399745,832848,16708,309,343,15,17,11,1,1,35,719,1328,28232,16094,69901,13961037,0,0,4000000,0,13884272,Mapula,P3,Suikerbossie,PB2,0,0,1,0,0,0,0,0,0
50,20/04/2010,7,20,26,32,39,3,0,194578,17629,414,425,19,20,11,0,4,31,502,1002,20473,13365,66168,3342624,7771243,3,10000000,0,12975123,Ndyebokazi,P5,Khensani,PB4,0,0,0,0,0,0,0,0,0
49,16/04/2010,7,19,21,37,40,18,0,435923,23545,327,431,16,19,12,0,2,26,711,1107,27870,15161,68960,3755129,5314858,2,8500000,0,14534429,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
48,13/04/2010,15,18,28,42,45,5,0,116025,16773,285,366,15,17,11,0,7,34,761,1212,27267,15798,68902,3478427,2563273,1,8000000,0,13539725,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
47,09/04/2010,2,16,27,30,31,15,18426344,494512,20425,391,447,20,21,11,1,2,34,675,1210,24973,16288,80281,22639212,0,0,4000000,0,16487880,Mapula,P3,Suikerbossie,PB4,0,1,0,0,0,0,0,0,0
46,06/04/2010,2,13,19,38,42,16,0,89037,19351,329,424,18,21,12,0,13,42,937,1493,33447,18642,89676,4981168,15304941,5,17000000,0,19296305,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
45,30/03/2010,9,27,30,35,42,17,0,516152,24161,421,401,19,18,11,0,2,30,654,1408,28077,19572,85258,4420673,11651861,4,15500000,0,17209370,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
44,26/03/2010,25,30,33,36,44,15,0,151210,23594,374,376,17,19,12,0,6,27,647,1318,26350,16132,72272,3903566,8393869,3,15000000,0,15124854,Mapula,P1,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
43,23/03/2010,1,6,9,10,15,11,0,157444,13161,270,312,16,18,11,0,5,42,778,1379,24772,15074,68341,3399725,5530507,2,12000000,0,13123666,Mapula,P4,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
42,19/03/2010,7,11,33,44,45,3,0,241283,12321,230,306,14,16,11,0,4,55,1118,1727,34659,19859,84069,4156118,3046000,1,8000000,0,16089591,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
41,16/03/2010,16,32,40,42,45,16,3129922,198344,16984,338,295,18,19,11,1,5,41,783,1840,28481,18023,81074,7372349,0,0,5000000,0,16532880,Mapula,P5,Suikerbossie,PB1,0,1,0,0,0,0,0,0,0
40,12/03/2010,8,14,18,22,28,10,5328910,185362,8488,216,203,12,15,10,2,6,92,1369,2996,45273,24099,101662,15376161,0,0,4000000,0,18540900,Mapula,P5,Suikerbossie,PB4,0,2,0,0,0,0,0,0,0
39,09/03/2010,3,6,11,28,45,15,0,179481,13037,286,337,15,17,11,0,6,58,1005,1746,36037,21118,93588,4637893,7147749,2,13000000,0,17952669,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
38,05/03/2010,10,11,12,22,38,10,0,296973,22543,428,281,15,14,8,0,4,37,741,2311,38750,29016,127096,4992764,3749040,1,8000000,0,19803185,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
37,02/03/2010,1,12,15,36,43,6,15604303,631902,25354,503,347,20,18,10,1,2,35,670,1992,32302,23806,112769,20985969,0,0,4000000,0,21068680,Ndyebokazi,P1,Khensani,PB4,0,1,0,0,0,0,0,0,0
36,26/02/2010,4,9,14,23,37,8,0,457573,14386,398,299,18,15,9,0,3,67,921,2513,38578,31157,146110,5931275,11615686,3,15000000,0,22884386,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
35,23/02/2010,4,12,18,34,41,14,0,1091305,15638,379,302,18,15,9,0,1,49,768,1973,31533,24113,106691,4633993,7283328,2,10500000,0,18192979,Ndyebokazi,P4,Khensani,PB1,0,1,0,0,0,0,0,0,0
34,19/02/2010,7,8,10,22,35,4,0,152054,14235,314,320,16,17,10,0,8,60,1032,2078,38503,24518,109998,5192374,3839124,1,7000000,0,20279031,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
33,16/02/2010,22,23,30,33,44,9,5000000,486896,25324,357,344,17,16,9,1,2,27,727,1550,29250,20083,94779,9121868,0,0,5000000,0,16233931,Ndyebokazi,P4,Khensani,PB4,0,1,0,0,0,0,0,0,0
32,12/02/2010,6,32,36,38,45,1,91068427,342748,29671,494,500,21,23,12,1,9,73,1667,3378,74708,46329,230286,104229507,0,0,0,5000000,51425136,Ndyebokazi,P3,Khensani,PB2,0,1,0,0,0,0,0,0,0
